"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"CNP",2764.52,2019.06,2238.4,1676.39,1648.02,1954.51
"CNPPD1",761,536,574.11,497.09,440,561.27
"CNPY2",2332.43,1628.17,1635.32,1170.63,1135.25,1366.17
"CNPY3",900.13,697.62,742.15,470.91,484.9,576.68
"CNPY4",465.59,321.32,358.16,206.07,224.55,212.65
"CNST",398,258,320,148,147,207
"CNTD1",10.39,7.95,10.58,9.18,9.31,9.42
"CNTF",31.5,15.56,17,15,7.31,21.25
"CNTFR",95,73,86,109,114,121
"CNTLN",171,173,240,158,160,198
"CNTNAP1",963.89,790.37,952.91,621.84,524.43,795.72
"CNTNAP3",247.94,177.02,260.75,173.25,162,227.75
"CNTNAP3B",5.51,6.9,9.27,4.13,6.87,2.96
"CNTNAP3C",36.55,35.03,46.99,27.56,23.78,38.18
"CNTRL",238,227.55,223,113.87,115,143.43
"CNTROB",1035,722,873,697,625,776
"COA1",739,619,623,595,584,740
"COA3",489,320,351,229,229,250
"COA4",1216,842,901,615,607,668
"COA5",327,296,300,208,201,224
"COA6",1426.09,913.69,1013.26,376.13,371.75,406.34
"COA7",1074,825,841,740,722,962
"COA8",502.79,393.88,390.96,304.23,266.63,321.87
"COASY",4356,2857,3357,1990,1969,2434
"COBL",1845.99,1713.59,1926,1416,1233,1639
"COBLL1",178,236,272,169,149,201
"COG1",459.02,310.18,338.99,312.91,249.68,310.14
"COG2",595.07,515.12,536.43,350.63,380.11,412.26
"COG3",312,249,302,340,314,399
"COG4",1429.44,1014.21,1145,823,724.75,937.33
"COG5",968.24,792.55,941.01,622.36,628.91,834.46
"COG6",375,343,368,250,285,322
"COG7",334.32,278.32,298.43,193.49,137.77,210.11
"COG8",615.27,448.1,469.29,383.9,336.18,378.04
"COIL",482,400,438,282,285,321
"COL11A2",51,35,42,17,20,25
"COL12A1",2600,2273,3160,2515,2499,3622
"COL15A1",2318.98,1856,2474.96,1013,978.84,1234.93
"COL16A1",275,216,240,153,169,231
"COL17A1",19,9,4,1,3,1
"COL18A1",944.83,581.61,725.01,695.35,630.47,697.43
"COL1A1",743,639,766,590,527,684
"COL24A1",3,5,11,3,2,10
"COL25A1",2,2,5,0,1,0
"COL26A1",15,3,5,0,0,5
"COL27A1",27,11,29,121,108,134
"COL4A1",6215,5003,6593,5920,5433,6608
"COL4A2",13868,10158,13885,12890,11670.99,14507
"COL4A3",441.99,442,519,279.99,252.97,310.98
"COL4A4",785,794,1115,524,459,599
"COL4A5",1037,738,980,485,452,569
"COL4A6",113,71,62,24,16,18
"COL5A1",12178,9499,12106,7573,6657,8855
"COL5A2",4,12,9,1,3,2
"COL5A3",137,41,64,41,38,51
"COL6A1",3797,2808,3332,1348,1214,1455
"COL6A2",13,8,8,15,7,10
"COL7A1",28958,17187,22604,14984,11960,16531.95
"COL8A1",164,127,173,44,33,47
"COL9A2",66,53,81,40,36,52
"COL9A3",3068.88,2137.89,2701.8,1961,1676.86,2104.73
"COLGALT1",7989,5643,6559,4147,3933,4833
"COLQ",2,3,1,2,1,1
"COMMD1",154.26,126,140.08,83.1,107.06,99.12
"COMMD10",156,137,134,122,152,157.25
"COMMD2",680,550,640,437,505,578
"COMMD3",420.97,312.25,315.44,209.58,161.32,161.28
"COMMD3-BMI1",196.52,207.25,175.89,104.87,127.69,152.3
"COMMD4",1274,862,976,776,750,774
"COMMD5",728,450,498,319,311,313
"COMMD6",428,381,418,280,329,316
"COMMD7",397,273,305,275,257,312
"COMMD8",221,180,224,152,159,169
"COMMD9",1223,958,962,700,764,870
"COMP",16,10,7,0,3,3
"COMT",2379.1,1442,1648,1233,1189.05,1427
"COMTD1",714,447,550,381,283,390
"COP1",1008,699,847,445,490,535
"COPA",10740.7,8956.61,10023.54,4536.79,4299.75,5594.57
"COPB1",3566.5,3444,3815,2396,2635,2908
"COPB2",5851.1,5249.74,5779,3649.07,3756.98,4496.12
"COPE",3637.79,2234.65,2425,1728,1611,1791
"COPG1",7523,6348.12,7213.7,4577,4551.11,5470.47
"COPG2",541.88,480,496.88,381.99,397.87,498.82
"COPRS",833,636,678,425,380,451
"COPS2",1594,1450,1613,1063,1176,1300
"COPS3",1781.79,1429.59,1612.68,1198.93,1192.83,1410
"COPS4",541,486,558,333,410,444
"COPS5",1139,923,1001,703,701,829
"COPS6",3584.61,2611.67,3001.68,2152.03,2045.37,2381.54
"COPS7A",1704,1328,1429,941,932,1189
"COPS7B",454,362,330,329,301,372
"COPS8",754,642,713,469,439,536
"COPS9",307,235,256,164,195,223
"COPZ1",3563,2940,3372,2203,2278,2455.95
"COPZ2",118,102,126,114,86,119
"COQ10A",310.22,240.76,231.94,203.34,165.69,204.79
"COQ10B",197,162,218,137,138,169
"COQ2",326,275,316,283,260,299
"COQ3",163,124,121,79,116,85
"COQ4",1819.17,1298.35,1334.44,999.41,973.76,1250.97
"COQ5",452,332,377,216,227,270
"COQ6",422.76,328.5,359.19,250.55,236.25,297.19
"COQ7",239,171.97,200.77,135,132.69,150
"COQ8A",1399.38,921.25,1019.92,573.59,537.83,653.49
"COQ8B",1035,706.78,855.23,705,628,771.22
"COQ9",1504,1192,1225,875,823,1066
"CORIN",6,11,8,3,1,5
"CORO1B",2284,1495,1739,1197.2,1204,1363
"CORO1C",3139,2647,2908,1803,1835,2252
"CORO2A",638,487,579,265,277,337
"CORO6",594,453,503,299,279,335
"CORO7",369,257,299,193,138,182
"COTL1",6991,4543,4776,2519,2708,3158
"COX10",547.63,385.94,469.99,326.89,302.98,367.85
"COX11",700.34,499.43,576.85,476.54,409.89,506.78
"COX14",627.18,495.42,546.23,392.08,365.76,429.71
"COX15",1362.43,1091.49,1235.04,817.34,815.01,1033.21
"COX16",572.58,425.34,451.72,296.51,358.36,337.39
"COX17",460.63,354.89,334.99,215,194,253
"COX18",127,115,157,98,112,134
"COX19",433,300,277,231,199,263
"COX20",696.75,611.74,573.94,361.85,369.75,469.82
"COX4I1",6195,4302,4790,3449,3191,3600
"COX5A",2465,1989,2287,1682,1605,1767
"COX5B",3510,2431,2891,1813,1769,2140
"COX6A1",3776.6,2535.93,2737.92,2050.52,1982.24,2108.49
"COX6B1",2517,1919,2017,1351,1358,1462
"COX6B2",4,0,5,2,2,4
"COX6C",1339,1034,1159,888,817,964
"COX7A2",1177,840,949,752,652,687
"COX7A2L",1622,1346,1525,1247,1248,1387
"COX7B",3143,2654,2908,1974,2053,2359
"COX7C",3264,2630.93,3019.96,2394.94,2332.99,2541.86
"COX8A",2217,1494,1643.7,1141,1183.86,1259
"CP",9.18,19.78,22.37,6,7,11.58
"CPA4",143,167,168,67,61,71
"CPAMD8",52,44,44,20,20,23
"CPAP",394,316,457,294,283,360
"CPD",2471,1956,2485,1023,993,1300
"CPEB1",89,56,76,57,43,66.74
"CPEB2",206,179,212,162,150,183
"CPEB3",143.53,149.28,173.27,103,112.46,131.57
"CPEB4",174,122,132,61,61,82
"CPED1",88,67,86,30,47,47
"CPLANE1",1477,1414,1659,610,676,824
"CPLANE2",105,71,61,68,61,62
"CPLX1",412,283,288,162,160,174
"CPM",1151,1241,1498,556,509,693
"CPN2",4,3,3,0,3,1
"CPNE1",4101.12,3032.03,3329.08,2497.1,2430.12,2904.91
"CPNE2",1669,1166,1350,617,543,715
"CPNE3",1296,1235,1330,724,761,947
"CPNE7",1036,600,689,603,463,611
"CPNE8",500,425,484,324,363,410
"CPOX",603,420,459,285,305,377
"CPPED1",292,166,226,167,187,197
"CPQ",91,93,90,89,92,120
"CPS1",10732,10686,12492,8482,7827.34,9889.79
"CPSF1",3085,2067.69,2454.38,1967.86,1707.92,2279.03
"CPSF2",1622.26,1340.43,1594.04,1037.2,1071.55,1306.63
"CPSF3",767,666.69,789.9,779.69,776.8,949
"CPSF4",1603.31,1065.77,1192.98,924.31,834.18,1076
"CPSF6",2720,2151,2516,1747,1755,2146
"CPSF7",3134,2564,3085,2229,2129,2632
"CPT1A",4986,3713,4103,2451,2271,2863
"CPT1B",309.03,155.25,222.63,112.6,57.04,99.19
"CPT1C",22,19,22,16,13,11
"CPT2",689,570,565,395,348,402
"CPTP",1059,713,839,511,467,655
"CPVL",356,295,325,215,182,250
"CPZ",435,397,443,364,296,420
"CRABP2",1286,1458,1541,281,247,280
"CRACD",307,214,279,307,261,391
"CRACDL",204,156,168,132,132,171
"CRACR2B",81,66,59,47,35,44
"CRADD",183,135,136,63,70,69
"CRAMP1",936.45,739.5,720.01,485.42,427.33,561.85
"CRAT",1553,1219,1383,857,857,1003
"CRB1",45,56,98.17,2,0,1
"CRB2",56,75,68.96,54,33,47
"CRB3",200,137,144,42,30,37
"CRBN",301.63,324.73,344.2,239.28,282.43,291.93
"CRCP",666.49,574.38,550.87,450.3,427.93,529.35
"CREB1",417,325,329,214,252,280
"CREB3",704.31,533.1,584.02,439.44,381.22,461.11
"CREB3L1",12,11,11,2,3,7
"CREB3L2",5041,4832,5772,4311,3995,5440
"CREB3L3",6,9,9,3,0,5
"CREB3L4",527.08,404.64,478.93,291.23,251.5,349.26
"CREB5",2,10,7,4,6,7
"CREBBP",1929,1486,1736,1264,1138,1738
"CREBL2",767,623,755,538,548,673
"CREBRF",128,94,112,78,61,115
"CREBZF",3192,2298,2238,1928,1584,2150
"CREG1",2232,1779,2083,1099,1057,1250
"CREG2",66,39,62,21,19,30
"CRELD1",218.56,149.06,143.26,107,93,114
"CRELD2",749.14,524.11,540.3,290.64,266.28,287.18
"CREM",811,541,633,295,317,302
"CRIM1",3635,2900,3574.86,2946,2795.73,3713
"CRIP1",3703.86,2511,2870.53,1938.38,1769.74,2038.34
"CRIP2",2135,1615,1756,1298,1178,1426
"CRIPT",277.97,257.97,295.99,170.98,190,211
"CRISPLD1",241,173,237,222,211,293
"CRISPLD2",600,599,728,439,475,578
"CRK",1936,1572,1768,1293,1179,1442
"CRKL",1920,1406,1493,1161,1103,1432
"CRLF1",860,659,773,273,256,297
"CRLF2",16,11,15,2,0,0
"CRLF3",347,243.79,267.85,194.94,205,203.66
"CRLS1",581,396.44,473.69,338,319,400
"CRMP1",136,110,119,249,252,334
"CRNKL1",424,308,371,229,270,320
"CROCC",512.76,346,385.74,351,265.87,417.79
"CROT",105,111,127,83,68,90
"CRPPA",10,13,12,11,8,13
"CRTAP",5557,4503,5116,3643,3494,4340
"CRTC1",705,497,465,279,226,387
"CRTC2",998,668,876,464,407,530
"CRTC3",4067.98,3546.99,4496.94,2947.95,2660.95,3503.96
"CRY1",502,424,464,496.83,440,595
"CRY2",447,301,324,224,218,260
"CRYAB",20,23,27,9,12,14.05
"CRYBB2",1.01,1.02,2.03,5.09,3.06,3.42
"CRYBB3",10,5,8,1,2,4
"CRYBG1",133.93,69.13,74.86,25.72,26,32.31
"CRYBG2",136,144,131,20,26,31
"CRYBG3",422.15,374.07,351.34,208.39,235.61,390.46
"CRYGN",1,2,4,5,0,4
"CRYGS",4,2,2,6,2,0
"CRYL1",95,66,74,52,56,73
"CRYZ",919,862,977,465,588,589
"CRYZL1",193,184,196,123,105,125
"CS",5665.24,4955.39,5479.87,3918.39,3824.8,4671.39
"CSAD",193.95,159.09,166.06,167.07,128.07,161.02
"CSAG1",1,0,2,2,3,3
"CSDC2",2,4.38,3.29,6,2.19,4.29
"CSDE1",9753,8236,9304,6396,6485,8083
"CSE1L",8240,7019,7636,5063,5598,6773
"CSF1",535,297,341,204,156,180
"CSF1R",15,8,8,4,6,16
"CSF2RA",412,309,319,246,238,296
"CSGALNACT1",723,560,648,202,219,253
"CSGALNACT2",661,458,518,404,465,576
"CSK",1629,1026,1278,708,688,891
"CSKMT",50.14,51,36.44,77.01,58.3,65.93
"CSMD1",10,4,8,8,4,4
"CSNK1A1",5944.61,4133.97,5072.97,3064.29,3026.78,3667.99
"CSNK1D",2313.83,1717.81,1711.95,1119.76,998.23,1299.97
"CSNK1E",3181.27,2513.66,2884.28,2365,2107.79,2553
"CSNK1G1",764.5,631.64,650.57,416.31,370.85,547.09
"CSNK1G2",1827,1223,1525,1185,1061,1367
"CSNK1G3",594,487,632,430,499,571
"CSNK2A1",1891.29,1524.35,1684.29,1051.33,1099.5,1343.56
"CSNK2A2",1306.14,1078.29,1262.22,986.91,983,1288.18
"CSNK2A3",8.71,11.65,10.71,9.67,8.5,7.11
"CSNK2B",2496.18,1919.55,2348.47,1648.59,1631.43,1961.08
"CSPG4",5098.64,3535.41,4333.92,2759.76,2347.41,3187.97
"CSPG5",309,225,228,120,123,174
"CSPP1",307,302,307,252,207,305
"CSRNP1",433.95,330.87,572.71,264.99,264.93,359.06
"CSRNP2",400,292,347,249,276,354
"CSRP1",5319.19,3471.74,3999.76,2311.55,2396.9,2682.8
"CSRP2",1074,944,1105,950,955,1015
"CST3",1408,1028,1076,732,736,854
"CSTB",2347,1888,2102,1206,1192,1495
"CSTF1",887,778,906,707,717,862
"CSTF2",1066,689,770,500,502,563
"CSTF2T",1919,1650,1698,1295,1155,1421
"CSTF3",879,691,695,429,427,477
"CSTPP1",861,754,855,968,965,1154
"CT45A1",16.28,13.24,11.86,9.18,9.49,17.65
"CT45A10",150.81,136.39,117.63,103.76,119.38,120.41
"CT45A3",4.67,8.34,4.44,5.7,3.32,11.15
"CT45A5",26.24,37.03,65.07,39.36,22.81,32.79
"CT83",174,120,137,35,37,50
"CTAGE15",0,7.36,18.74,0,0,8.15
"CTAGE4",50.78,52.21,30.1,23.45,19.7,76.69
"CTAGE6",24.81,7.45,0,12.9,6.92,11.76
"CTAGE8",14.79,9.18,17.76,14.26,44.67,14.43
"CTBP1",3137.76,2198.71,2188.92,2577.07,2223.64,2978.65
"CTBP2",1480.46,1144.98,1386.5,1140.43,1106.3,1393.08
"CTBS",115.79,110.2,127.84,75.49,70.97,94.91
"CTC1",487.92,375,374,261,264.79,362
"CTCF",1097,791,968,604,565,765
"CTDNEP1",3676.35,2879.58,3198.89,1805.38,1644.45,2100.41
"CTDP1",571,333,422,320,322,397
"CTDSP1",1805.48,1310.1,1448.52,1028.18,924.37,1232.4
"CTDSP2",4166,3352,3630,2565,2317,3074
"CTDSPL",679,512,590,439,395,500
"CTDSPL2",1269.97,1180,1259.87,890,864,1135
"CTH",341.27,253.92,292.9,128.94,147.77,150.97
"CTIF",1407,1002,1164,1096,964,1261
"CTNNA1",9223,6997,7797,5476,5363,6670
"CTNNAL1",2334,1952,2100,1277,1343,1581
"CTNNB1",3351,2305,2606,2103,2082,2423
"CTNNBIP1",353,262,285,171,162,233
"CTNNBL1",983,682,802,531,567,652
"CTNND1",3607.08,3236,3754,2373,2319.52,3076.01
"CTNS",477.66,325.38,351.71,318.42,311.09,377.42
"CTPS1",2937.62,2167.75,2665.8,1952.2,1954.63,2227
"CTPS2",453,392,495,327,319,398
"CTR9",1672,1348.02,1461,980,1077,1227
"CTRL",9.04,5,10,5,0,5
"CTSA",6267.51,5231.91,6048.51,3294.46,3094.39,3912.95
"CTSB",3740,3099,3338,841,852,1037
"CTSD",8392.82,5442.57,6686.01,4173.93,4122.88,4930
"CTSF",395,287,326,228,194,245
"CTSK",14,10,12,11,3,15
"CTSL",3511,2159,2539,1841,1835,2225.98
"CTSO",6,3,4,0,2,0
"CTSS",57,57,52,63,54,87
"CTSV",244,197,213,85,80,113
"CTSW",4,1,3,2,0,0
"CTSZ",4640.16,3671.46,4357.47,2872.45,2673.42,3214.37
"CTTN",6637,4778,5480,3646,3418,4266
"CTTNBP2",204,222,234,190,185,252
"CTTNBP2NL",806,734,868,593,633,767
"CTU1",191,92,122,86,81,103
"CTU2",181,93,112,155,130,146
"CTXN1",830,596,664,482,417,502
"CUEDC1",1252,905,974,828,644,839
"CUEDC2",546,404,448,412,354,433
"CUL1",2143.77,1747.25,1951.18,1442.15,1541.18,1944.14
"CUL2",1026.69,875.86,994,654.83,673,839
"CUL3",799.11,667.7,787.76,582.75,617.72,732
"CUL4A",4313.56,3869.57,4459.15,2675.08,2781.86,3291.88
"CUL4B",2917,2464,2869,1779,1854,2352
"CUL5",484.94,491.46,506.11,348.13,354.3,424.47
"CUL7",1328,973,1047,844,786,985
"CUL9",890,704.93,710.94,494,450,563.94
"CUTA",2093,1513,1719,1204,1184,1360
"CUTC",326,252,252,106,106,124
"CUX1",3084,2546,3061,2050,1887,2497
"CUZD1",2.88,9.03,5.09,5.91,4.99,3.87
"CWC15",645,557,609,368,369,514
"CWC22",352,278,317,196,218,263
"CWC25",351,291,290,192,185,204
"CWC27",378,310,374,276,243,336
"CWF19L1",612.84,520.77,562.51,355.29,412.42,468.45
"CWF19L2",254,240,254,154,165,206
"CXADR",627,565,636,387,413,470
"CXCL16",69,81,87,122.66,91.78,131.29
"CXCL2",10.97,4,67.54,9.7,13.18,15.22
"CXCL8",1,3,6,1,0,1
"CXCR4",1205,843,1243,760,635,819
"CXCR6",3,4,1,6,6,6
"CXorf38",575,459,461,221,237,292
"CXXC1",1712,1070,1139,851,695,911
"CXXC4",63.98,55,73,22,14.94,19
"CXXC5",2065,1583,2006,1303,1370,1652.87
"CYB561",946,635,702,536.42,501,608
"CYB561A3",2559.03,1771.86,1997.91,1030.46,1067.24,1173.04
"CYB561D1",306,229,165,150,113,146
"CYB561D2",579,363,387,244,221,279
"CYB5A",762,639,777,420,448,537
"CYB5B",6586,4450,5270,2587,2623,3117
"CYB5D1",751.73,558.32,606.16,472.2,476.69,575.09
"CYB5D2",277.15,221.12,251.96,187.41,174.63,192.72
"CYB5R1",1044,652.98,729,373,397.94,400.98
"CYB5R3",3201.97,2476.48,2779.13,1776.06,1723.1,2127
"CYB5R4",186,155,147,112,139,141
"CYB5RL",412,352,314,240,209,332
"CYBA",4963,2890,3088,1992,1820,2067
"CYBB",60,48,60,17,21,29
"CYBC1",1324,923,991,648,586,705
"CYBRD1",1605,1458,1761,941,985,1221
"CYC1",5538,3866,4181,2927,2801,3363
"CYCS",3728.2,2960.24,3208.08,2230.4,2275.44,2477
"CYFIP1",4581.4,3446.34,3868.27,2341.15,2278.9,2820.65
"CYFIP2",38,62,89,6,4,9
"CYGB",14.47,3,9,1,5,6
"CYLD",419,315,419,261,288,330
"CYP11A1",140.83,121.41,115.93,84.17,73.83,90.6
"CYP19A1",7,4,1,0,0,0
"CYP1A1",170,88,98,69,104,94
"CYP1B1",1099.34,806,955.92,636.61,551.89,808.44
"CYP20A1",95.39,81.61,87.59,56.97,50.84,58.96
"CYP21A2",3.34,5.38,5.49,3.7,5.43,8.35
"CYP24A1",16,8,10,2,6,7
"CYP26B1",557,422,449,238,224,280
"CYP27B1",75,32,58,42,32,41
"CYP27C1",101,88,88,49,44,69
"CYP2D6",42.69,16.45,32.79,8,11,16
"CYP2D7",14.31,7.38,7.21,11,6,9
"CYP2E1",1,5,4,1,0,1
"CYP2R1",198,128,149,64,58,84
"CYP2S1",502,336,384,167,171,236
"CYP2U1",41,38,34,0,2,3
"CYP2W1",7,3,8,0,0,1
"CYP39A1",9,5,5,1,2,0
"CYP3A5",126,93,117,27,40,31
"CYP3A7",0,3,0,3,0,6
"CYP3A7-CYP3A51P",1,0,8,0,1,0
"CYP4F11",28,21,29,8,9,8
"CYP4F12",13,11,13,2,1,0
"CYP4F3",32,32,35,8,9,6
"CYP51A1",4610.9,3877.73,4710.33,3425.08,3431.01,4076.39
"CYREN",1571.66,1057.99,1150.01,949.85,930.49,1120.23
"CYRIB",1309,1102,1279,767,846.96,961.87
"CYS1",10,8,9,3,3,8
"CYSRT1",248,118,120,65,84,86
"CYSTM1",882,750,832,454,424,466
"CYTH1",2350,1409,1632,1103,1088,1326
"CYTH2",923.02,655,769.88,566.92,425.14,633.51
"CYTH3",1454,1199,1185,1166,1095,1326
"CYTIP",8,0,6,0,0,1
"CZIB",317,253,261,176,155,249
"D2HGDH",312.32,201,207.77,231.58,177,219
"DAAM1",237,195,243,203,162,246
"DAB2",4909,5258,6667,3123,3091,4063
"DAB2IP",1956,1395,1476,957,903,1239
"DACH1",2,0,0,17,16,23
"DACT1",35,11,26,25,21,27
"DACT3",8,3,4,0,0,0
"DAD1",1359,1093,1307,732,791,876
"DAG1",9719,8469,9988,5905,5232,6886
"DAGLA",354.72,265,279.89,242.88,271,350
"DAGLB",847.54,664.15,676.76,699,658,860.92
"DALRD3",439.13,305.96,357.91,319.05,249.13,316.82
"DAND5",19,13,8,4,5,8
"DAP",4801,3329,3875,2159,2308,2745
"DAP3",3452.05,2583.9,2994.14,1606.02,1602.48,1815.98
"DAPK1",595,452,517,278,276,359
"DAPK2",147,105,114,49,65,66
"DAPK3",1279,825,950,768,696,894
"DARS1",914.36,786.99,853.79,610.88,589.95,705.84
"DARS2",1076.3,938.66,1050.72,696.24,639.44,854.54
"DAXX",1559,1266,1352,1047,954,1166
"DAZAP1",3194,2298,2493,1934,1902,2364
"DAZAP2",3686,3325,3980.89,2474.65,2509.61,3088.64
"DBF4",584.99,468.46,609.55,423.8,471.36,577.37
"DBF4B",332,258,296,223,201,242
"DBI",2984,2622,2901,1830,1908,2176
"DBN1",3961,2622,3031,2002,1949,2417
"DBNDD1",143,106,128,127,117,143
"DBNDD2",25,30,28.39,34,20,28
"DBNL",4501.48,3026.44,3323.79,2000.03,1829.91,2344.32
"DBP",173.67,121.49,130.5,73.78,69.3,80.71
"DBR1",693,517,615,350,395,491
"DBT",452,331,426,312,329,381
"DCAF1",1082.07,854.5,889,715.76,634.92,861.82
"DCAF10",563,450,462,301,307,440
"DCAF11",815.94,588.66,698.67,527,545.96,607
"DCAF12",1201,979,1181,732,740,918
"DCAF13",999.36,759.08,836.24,560.79,598.17,698.89
"DCAF15",760,478,570,421,438,539
"DCAF16",1137,996,962,699,740,939
"DCAF17",146,155,138,114,89,131
"DCAF4",125,85,105.72,98,98,114
"DCAF4L1",5,5,3,1,3,2
"DCAF5",653,524,645,483,530,620
"DCAF6",1639,1708,1903,1119,1101,1320
"DCAF7",1717.49,1362.32,1516.78,960.52,953.55,1254.8
"DCAF8",2209.99,1732.81,1833.96,994.78,985.94,1128.53
"DCAKD",393,245,291,228,212,291
"DCBLD1",539.1,388.2,461,224,229.28,325.09
"DCBLD2",731,518,602,468,390,544
"DCDC2",2,0,0,1.78,1.71,4
"DCDC2B",5,5,3,4,2,6
"DCK",453,362,521,318,333,377
"DCLK1",7,0,3,2,3,2
"DCLK2",175,128,188,124,98,163
"DCLRE1A",593.18,569.91,602.81,371.07,389.91,449.55
"DCLRE1B",686.7,613.08,593.87,462.77,453.33,580.65
"DCLRE1C",225.9,194.24,177.01,166.08,161,201.1
"DCN",198,289,388,5,6,10
"DCP1A",455,358,363,237,222,252
"DCP1B",40,35,41,46,41,52
"DCP2",422,372,313,233,221,255
"DCPS",1418.3,1136.91,1420.76,1318.34,1215.28,1413.84
"DCST1",1.18,9,7,4,2,2
"DCST2",38,27,28,12,6,7
"DCTD",497,366,349,313,297,335
"DCTN1",4256.7,3359,3679.81,2897.86,2733,3423
"DCTN2",1834,1402,1559.52,1065,1044,1207
"DCTN3",575,425,527,288,248,332
"DCTN4",1126,998,1093,631,696,870
"DCTN5",1478,1110.42,1267,776,689,878.89
"DCTN6",617,552,626,238,264,354
"DCTPP1",781.9,522.78,550.86,438.73,423.86,485.79
"DCUN1D1",715,644,785,514,588,628
"DCUN1D2",248,162,161.7,148,156,218
"DCUN1D3",164.14,116.53,129.21,86.4,84,90.86
"DCUN1D4",411,357,415,313,312,404
"DCUN1D5",768,481,610,417,426.38,543.81
"DCXR",608,421,400,289,281,330
"DDA1",1206,962,1084,675,587,758
"DDAH1",889,776,781,463,489.73,516
"DDAH2",486,437,486,283,277,319
"DDB1",11730.06,9246.25,9803,7095.29,6633.72,8352
"DDB2",2187.11,1745.7,1966.31,1383.42,1350.8,1710.51
"DDC",31,33,45,0,1,2
"DDHD1",190,135.06,148,148,148.07,200
"DDHD2",1193.82,1062.03,1065.04,569.55,573.95,661.11
"DDI2",622.47,489.67,565.29,398.14,389.33,568.03
"DDIAS",581,468,538,391,448,518
"DDIT3",137.19,88.46,102.42,51.49,62.32,60.28
"DDIT4",10409,6453,4923,3619,3106,4066
"DDN",123.7,78.86,92.75,58.9,42.17,67.87
"DDO",3,3,4,1,2,3
"DDOST",3889.25,2919.78,3409.82,2504.79,2425.12,2929.23
"DDR1",1529,1248,1541,805,685,947
"DDR2",15,17,13,6,4,12
"DDRGK1",524,348,402,361,309,414
"DDT",2166.69,1351.86,1454.8,1219.97,1212.38,1315.77
"DDTL",209.43,124.58,117.64,114.21,92.91,161.13
"DDX1",3455,2667,3134,2120,2134,2447
"DDX10",272,197,241,173,161,219
"DDX11",2143.46,1445.91,1627.99,1303.01,1092.94,1473.76
"DDX17",5998,5511,5384,4684,4031,5500
"DDX18",2045.34,1613.66,1908.46,1279,1245,1496.8
"DDX19A",1526.68,1239.09,1412.78,883.7,894.15,1083.27
"DDX19B",559.02,479.68,501.89,317.97,312.81,396.18
"DDX20",460.5,379.79,413.62,287.07,300.74,376
"DDX21",3719,2962,3354,2549,2718,3229
"DDX23",3177,2352,2638,1974,1806,2283
"DDX24",3887.2,3125.38,3436.89,2146.78,2323.7,2743.79
"DDX27",2127.96,1522.97,1670.99,1210.95,1202.96,1550.95
"DDX28",314,220,299,165,162,201
"DDX31",760.05,611.59,612.68,410.72,388.98,454.64
"DDX39A",2395,1654,1813,1033,956,1195
"DDX39B",4596.83,3412.03,3963.64,2764.67,2595.48,3170.26
"DDX3X",6909,5612,7256,4417,4346,5549
"DDX41",1105,799,899,635,587,708
"DDX42",1944.51,1581,1891,1268.76,1207,1609
"DDX46",3136.79,2626,3056.99,2053,2089,2541.19
"DDX47",1010,839,988,709,774,966
"DDX49",1338,814,916,720,679,744
"DDX5",7269.88,5783,7348.68,5054.94,5214,6129.27
"DDX50",1118.99,985,1062.99,766.95,814.99,896.97
"DDX51",404,259,288,278,273,337
"DDX52",869.94,721.72,793.95,510,580,692
"DDX54",3642.69,2618.18,2942.99,2437.34,2351.26,2731.92
"DDX55",738,523.67,458,450.37,430,540.8
"DDX56",2383,1672,1712,1247,1251,1407
"DDX59",637,560,613,300,292,353
"DDX6",1240,1075.6,1214.92,705.8,722.16,980.63
"DDX60",33,36,44,29,23,25
"DDX60L",113,97,102,69,74,82
"DEAF1",497.68,316.31,386.26,397,331.38,455.79
"DECR1",155,177,186,57,51,59
"DECR2",485,368,418,301,278,326
"DEDD",933.74,696.78,867.99,412.89,428.41,505.63
"DEDD2",668,517,515,376,341,486
"DEF6",6,3,1,0,2,1
"DEF8",662,447,493,403,392,487
"DEGS1",1578,1366,1495,721,742,924
"DEGS2",9.43,7.27,7.2,0,2.09,2.09
"DEK",4341,3936,4778,3408,3633,4279
"DELE1",1087.92,815.83,887.14,865.87,829.72,973.37
"DENND10",308.88,228.87,310.79,233.91,236.8,262.25
"DENND11",118,112,112,347,309,408
"DENND1A",946,778,848,677,646,793
"DENND1B",157.86,170,152,66,68,89
"DENND1C",52,59,64,17,4,12
"DENND2B",520,396,415.42,298,327,393
"DENND2C",23,21,8,32,30,49
"DENND2D",5,9,15,3,0,2
"DENND3",724,708,637,527,443,574
"DENND4A",481,452,518,350,348,484
"DENND4B",1936.58,1288.85,1515.77,962.89,806.63,1128.45
"DENND4C",506,411,463,253,271,363
"DENND5A",3086,2500,2801,2054,1901,2384
"DENND5B",1078,836,964,675,597,854
"DENND6A",232,206,200,158,159,182.3
"DENND6B",97,83.84,82.9,60.9,40,56
"DENR",1714.96,1463,1548.99,900,999,1192.97
"DEPDC1",340.97,314.73,383.72,321.65,356.45,365.5
"DEPDC1B",255,221,199,145.95,159.82,161
"DEPDC4",19.47,18,10.19,13.59,8.98,15.8
